,cheveux,age,exp,salaire,sexe,diplome,specialite,note,dispo,embauche
2922,brun,38,9,36553,F,master,detective,87.69,oui,0
2923,brun,29,10,34774,F,master,geologie,88.96,non,0
2924,brun,36,8,36524,M,licence,geologie,69.03,non,0
2925,blond,27,7,38757,F,licence,detective,67.46,non,0
2926,brun,40,13,39070,M,master,forage,96.05,oui,0
2927,brun,39,6,33809,F,licence,forage,83.9,non,0
2928,brun,44,7,30378,M,master,geologie,72.01,non,1
2929,blond,43,10,35725,M,licence,geologie,66.77,non,0
2930,roux,32,10,34629,M,bac,geologie,56.54,non,0
2931,blond,33,12,28811,M,licence,geologie,81.8,non,1
2932,blond,35,4,36174,M,master,geologie,77.8,oui,0
2933,chatain,42,10,28806,M,doctorat,forage,102.56,oui,0
2934,chatain,34,8,38027,M,doctorat,forage,82.75,oui,0
2935,blond,30,10,33655,M,licence,geologie,70.26,non,0
2936,blond,25,9,32498,M,bac,geologie,65.47,non,0
2937,brun,37,12,36740,F,licence,detective,74.3,non,1
2938,chatain,46,13,37523,F,master,detective,78.44,oui,0
2939,brun,49,11,34058,M,master,geologie,76.32,non,0
2940,brun,53,7,38263,M,licence,geologie,63.93,non,0
2941,brun,29,7,33358,M,master,geologie,64.25,non,1
2942,brun,55,9,32982,M,master,geologie,83.36,non,0
2943,chatain,38,8,34743,M,doctorat,geologie,59.6,oui,1
2944,chatain,35,8,31884,F,doctorat,detective,84.99,oui,0
2945,chatain,29,12,27628,F,master,geologie,81.99,non,0
2946,brun,65,10,31556,F,licence,detective,87.91,non,0
2947,blond,14,2,34758,M,licence,geologie,68.51,non,0
2948,brun,47,9,35585,F,licence,geologie,71.06,non,0
2949,chatain,54,9,32673,F,master,detective,86.45,oui,0
2950,chatain,50,10,44369,F,master,detective,91.26,oui,0
2951,blond,22,17,30425,M,licence,geologie,56.88,non,0
2952,chatain,40,8,34234,F,licence,geologie,75.25,non,0
2953,blond,54,9,33994,F,licence,detective,78.16,non,0
2954,brun,49,12,39772,M,master,forage,52.11,oui,0
2955,chatain,31,13,34667,M,doctorat,geologie,73.27,oui,0
2956,blond,41,13,37979,F,licence,detective,80.18,oui,0
2957,brun,32,9,37307,M,master,forage,85.93,oui,0
2958,blond,47,11,25324,M,master,geologie,80.63,non,0
2959,brun,41,5,29011,M,licence,geologie,62.8,non,0
2960,blond,37,5,33838,F,licence,detective,81.56,non,0
2961,brun,46,6,36605,M,master,forage,73.68,oui,0
2962,brun,36,11,41617,M,bac,geologie,15.42,non,0
2963,roux,57,13,35215,M,bac,geologie,66.76,non,0
2964,roux,49,12,47328,M,bac,forage,49.81,oui,0
2965,brun,31,12,36440,M,master,geologie,75.11,oui,0
2966,chatain,37,15,31754,F,doctorat,detective,99.78,oui,0
2967,chatain,29,8,42360,M,master,geologie,62.86,oui,0
2968,brun,39,16,35298,F,master,detective,96.83,oui,0
2969,brun,53,8,18862,F,doctorat,geologie,115.14,non,0
2970,blond,30,9,35103,M,licence,geologie,77.33,non,0
2971,chatain,32,11,34271,F,licence,forage,64.78,non,1
2972,brun,33,11,28152,F,master,geologie,94.21,non,0
2973,chatain,25,8,29915,F,doctorat,archeologie,100.75,oui,0
2974,brun,53,6,31032,F,master,forage,70.91,non,1
2975,blond,24,11,37419,M,licence,forage,78.52,non,0
2976,brun,36,15,27226,F,doctorat,detective,92.51,oui,0
2977,chatain,13,9,33316,F,master,detective,95.11,oui,0
2978,brun,44,2,41953,F,licence,forage,67.44,non,0
2979,brun,38,9,38021,M,licence,geologie,50.54,non,0
2980,blond,32,11,29925,M,bac,geologie,55.85,non,0
2981,blond,33,6,37091,F,licence,detective,78.68,oui,0
2982,brun,36,9,39673,F,licence,geologie,65.89,non,0
2983,chatain,33,9,36275,F,master,geologie,87.53,non,0
2984,brun,41,8,32200,F,master,archeologie,86.42,oui,0
2985,chatain,31,6,34838,M,doctorat,geologie,92.28,oui,0
2986,blond,33,10,23861,F,master,geologie,99.82,non,0
2987,blond,37,14,42359,M,licence,forage,68.67,oui,0
2988,brun,32,14,36921,F,licence,geologie,79.63,non,0
2989,brun,38,7,44493,M,bac,detective,41.1,non,0
2990,chatain,20,5,40632,M,licence,geologie,39.62,non,0
2991,chatain,11,6,37169,F,master,forage,92.02,oui,0
2992,chatain,23,8,29489,F,doctorat,detective,104.53,oui,0
2993,chatain,29,5,34131,F,master,forage,93.85,non,0
2994,blond,21,12,32280,M,licence,geologie,55.55,non,0
2995,brun,37,9,32358,M,master,geologie,83.27,non,0
2996,brun,35,11,44509,M,licence,geologie,65.87,oui,0
2997,blond,23,11,31054,F,licence,geologie,84.09,non,0
2998,chatain,51,8,41122,F,master,detective,102.66,oui,0
2999,chatain,37,10,37507,F,master,archeologie,81.51,oui,0
3000,chatain,26,10,34351,F,master,geologie,83.35,non,0
3001,roux,19,7,37152,F,bac,geologie,54.23,non,0
3002,roux,49,15,33341,M,licence,geologie,67.78,non,1
3003,brun,35,12,37411,M,licence,geologie,58.17,non,0
3004,blond,31,2,31699,M,master,geologie,71.36,oui,0
3005,chatain,37,9,31654,F,master,geologie,101.76,non,0
3006,brun,31,11,46825,M,licence,archeologie,69.5,oui,0
3007,chatain,40,5,23301,F,doctorat,forage,134.14,oui,0
3008,roux,25,11,30523,F,bac,geologie,75.27,non,0
3009,chatain,33,9,39674,F,master,forage,90.94,non,0
3010,brun,28,2,36654,F,master,detective,97.87,oui,0
3011,blond,57,9,32163,M,master,geologie,83.29,non,0
3012,blond,26,5,36251,M,licence,geologie,60.04,non,0
3013,blond,41,10,30932,M,licence,geologie,68.27,non,0
3014,chatain,29,13,26158,F,doctorat,forage,110.16,non,0
3015,brun,39,6,42863,F,licence,forage,79.38,non,0
3016,blond,27,15,33658,M,master,forage,78,oui,0
3017,brun,23,8,35673,F,licence,forage,76.74,non,0
3018,blond,28,8,35048,M,licence,geologie,77.1,oui,0
3019,brun,38,9,43577,F,licence,archeologie,80.49,oui,0
3020,brun,42,7,32476,F,licence,detective,67.16,non,0
3021,brun,40,13,33635,M,doctorat,detective,92.16,oui,0
3022,blond,34,10,29184,M,master,geologie,70.09,non,0
3023,blond,38,10,37202,M,licence,detective,90.59,non,1
3024,blond,46,8,38226,M,doctorat,geologie,94.4,oui,1
3025,blond,46,13,35212,M,licence,geologie,67.04,non,0
3026,blond,36,15,37444,M,licence,detective,94.09,oui,1
3027,blond,45,11,42486,M,licence,forage,59.03,non,0
3028,blond,43,9,31171,M,master,geologie,100.54,oui,0
3029,chatain,46,10,33148,F,master,geologie,87.33,non,0
3030,brun,27,8,23487,F,licence,geologie,84.49,non,0
3031,roux,65,15,33908,M,licence,geologie,71.86,non,0
3032,brun,37,8,38704,M,licence,detective,62.4,oui,0
3033,chatain,35,6,33435,F,master,geologie,60.07,non,1
3034,brun,13,8,29003,F,master,geologie,90.36,non,0
3035,brun,39,10,34024,M,licence,detective,77.13,non,1
3036,blond,24,13,40154,M,master,geologie,94.25,oui,1
3037,blond,45,13,32517,M,licence,geologie,55.08,non,0
3038,brun,28,9,27237,F,master,geologie,118.82,non,0
3039,blond,39,5,31421,M,master,geologie,73.49,non,0
3040,roux,24,12,37478,F,bac,archeologie,73.08,oui,0
3041,chatain,31,8,39443,F,doctorat,archeologie,100.91,oui,0
3042,chatain,42,14,31750,F,master,geologie,95.51,non,0
3043,brun,34,3,34257,F,master,detective,76.92,non,0
3044,blond,39,7,28855,M,doctorat,geologie,74.42,non,1
3045,brun,40,12,33592,F,master,forage,70.18,non,0
3046,brun,49,9,36613,M,doctorat,archeologie,81.4,oui,0
3047,blond,37,7,29860,M,licence,geologie,74.69,non,0
3048,brun,28,9,27489,M,master,geologie,91.49,non,0
3049,brun,46,9,32074,M,licence,geologie,59.14,non,0
3050,brun,36,13,28999,M,master,forage,79.89,non,1
3051,brun,35,12,38743,M,bac,geologie,54.78,non,0
3052,blond,27,4,32548,M,master,geologie,93.2,oui,1
3053,chatain,20,9,34483,M,doctorat,geologie,69.17,non,0
3054,brun,41,13,28571,F,master,geologie,77.85,non,0
3055,chatain,31,4,29996,F,licence,detective,54.71,non,0
3056,chatain,38,5,34253,F,doctorat,geologie,92.32,oui,0
3057,blond,47,6,35899,M,licence,geologie,69.26,non,0
3058,blond,41,9,37327,M,licence,geologie,80.88,oui,0
3059,brun,31,8,38807,M,master,detective,71.12,oui,0
3060,brun,17,10,34638,F,master,forage,64.61,non,0
3061,chatain,21,8,33902,F,doctorat,detective,75.65,oui,0
3062,brun,23,12,31231,F,master,geologie,95.06,non,0
3063,brun,20,9,37241,F,licence,forage,70.44,non,0
3064,chatain,15,9,35961,F,master,archeologie,86.13,oui,0
3065,chatain,28,4,35947,M,master,forage,70.07,oui,0
3066,brun,25,13,36686,M,master,detective,59.34,oui,0
3067,brun,43,14,35513,M,master,forage,69.41,oui,0
3068,chatain,32,11,40499,M,master,detective,73.75,oui,0
3069,brun,51,10,35935,F,master,detective,81.86,oui,0
3070,blond,50,10,34198,M,bac,geologie,76.61,non,0
3071,roux,35,13,38682,M,bac,geologie,57.59,non,0
3072,brun,44,12,44149,M,licence,forage,59.84,oui,0
3073,chatain,40,14,31005,F,doctorat,geologie,78.93,non,0
3074,chatain,25,12,30684,F,licence,detective,60.31,non,1
3075,blond,43,10,28589,M,master,geologie,95.47,oui,0
3076,chatain,45,10,33500,F,master,detective,96.85,non,0
3077,brun,31,8,33277,F,doctorat,detective,124.61,oui,0
3078,brun,18,5,43480,M,bac,geologie,60.97,non,0
3079,roux,46,8,34135,M,bac,geologie,54.73,non,0
3080,blond,37,8,37316,M,licence,geologie,62.07,non,0
3081,chatain,40,8,35528,F,master,forage,48.87,non,1
3082,chatain,42,10,46964,M,licence,geologie,34.16,non,0
3083,chatain,41,7,53479,M,licence,detective,44.05,oui,0
3084,brun,22,6,31932,M,master,geologie,72.45,non,0
3085,chatain,38,9,32931,F,licence,forage,56.83,non,1
3086,roux,52,11,29395,M,licence,geologie,79.88,oui,0
3087,brun,54,7,33800,M,master,geologie,84.33,non,0
3088,chatain,39,11,25132,F,doctorat,geologie,92.53,non,0
3089,blond,60,10,39394,M,licence,forage,60.04,oui,0
3090,blond,36,7,41137,M,bac,geologie,57.12,non,0
3091,blond,40,6,37792,M,licence,archeologie,90.12,non,1
3092,brun,38,9,30589,F,master,geologie,87.59,non,0
3093,brun,25,11,44465,F,bac,geologie,82.98,non,0
3094,chatain,50,4,31421,M,master,forage,60.98,non,1
3095,blond,34,11,39005,F,licence,forage,72.85,non,0
3096,brun,29,6,37131,M,licence,forage,51.58,non,0
3097,brun,24,15,42258,M,licence,forage,44.64,non,0
3098,blond,53,10,26540,F,licence,geologie,88.26,non,0
3099,chatain,51,12,26949,M,master,geologie,81.27,non,0
3100,brun,36,9,35183,M,doctorat,forage,97.5,oui,0
3101,brun,40,9,34835,F,master,archeologie,90.94,oui,0
3102,brun,27,16,33327,F,licence,geologie,89.46,non,0
3103,blond,23,11,26589,F,master,detective,107.41,oui,0
3104,brun,51,10,41604,F,licence,archeologie,58.1,oui,0
3105,brun,51,8,28505,M,master,geologie,84.98,non,0
3106,blond,48,11,39980,M,licence,detective,89.3,oui,1
3107,chatain,43,3,41269,M,master,detective,78.63,oui,0
3108,brun,38,12,30530,M,master,forage,98.2,oui,0
3109,brun,52,6,38544,F,licence,archeologie,61.34,oui,0
3110,blond,34,11,35319,M,bac,geologie,62.81,non,0
3111,roux,22,15,33666,M,licence,geologie,69.08,non,0
3112,chatain,45,13,35523,M,master,geologie,63.82,non,0
3113,blond,65,15,31091,F,licence,geologie,65.86,non,0
3114,brun,33,9,36626,M,master,geologie,81.56,oui,0
3115,roux,43,5,34531,M,bac,geologie,51.45,non,0
3116,blond,27,9,28742,F,master,archeologie,119.15,oui,0
3117,brun,44,11,34272,F,master,archeologie,95.16,oui,0
3118,chatain,50,12,33518,F,master,forage,92.21,non,0
3119,brun,36,9,40312,M,master,detective,67.99,oui,0
3120,brun,55,9,31698,F,licence,geologie,83.28,non,0
3121,blond,19,12,32495,M,licence,geologie,83.13,non,1
3122,blond,30,12,37442,F,licence,detective,78.31,non,0
3123,chatain,37,8,35083,F,licence,forage,62.5,non,0
3124,chatain,35,15,41377,F,licence,detective,58,oui,0
3125,roux,21,12,37627,M,bac,geologie,52.55,non,0
3126,brun,36,9,46355,F,licence,detective,77.5,oui,0
3127,chatain,42,11,36344,M,master,forage,76.61,oui,0
3128,chatain,28,10,33732,M,doctorat,geologie,92.71,oui,0
3129,roux,26,9,39280,M,bac,detective,61.39,non,0
3130,chatain,24,9,36628,M,master,forage,49.3,oui,0
3131,chatain,41,10,44261,F,licence,forage,69.31,non,0
3132,chatain,32,9,34249,M,master,geologie,64.47,non,0
3133,brun,33,11,32460,F,licence,geologie,78.1,non,0
3134,brun,24,8,36901,F,master,detective,87.85,oui,0
3135,brun,22,10,33631,F,master,archeologie,81.94,oui,0
3136,chatain,34,11,29677,F,doctorat,geologie,95.86,oui,0
3137,chatain,47,7,33742,F,doctorat,detective,92.96,oui,0
3138,blond,39,12,35491,M,licence,geologie,55.31,non,0
3139,chatain,42,12,33636,M,master,geologie,82.12,non,0
3140,blond,28,11,35458,F,licence,geologie,78.4,non,1
3141,brun,48,13,43957,M,licence,geologie,64.23,non,0
3142,chatain,46,15,39925,M,doctorat,detective,67.37,oui,0
3143,blond,29,7,36778,M,licence,geologie,65.51,oui,0
3144,blond,43,10,39342,M,bac,forage,54.37,non,0
3145,brun,42,6,38102,M,licence,geologie,72.46,non,0
3146,chatain,24,10,40823,M,master,geologie,61.18,oui,0
3147,chatain,35,7,34910,M,master,geologie,93.67,oui,0
3148,blond,27,6,39980,M,licence,geologie,93.08,oui,1
3149,brun,27,13,31675,F,licence,archeologie,78.62,non,0
3150,blond,23,10,39139,F,licence,archeologie,66.45,oui,0
3151,brun,14,6,33159,M,doctorat,detective,37.95,oui,0
3152,brun,41,9,30483,F,licence,geologie,76.7,non,0
3153,chatain,44,10,31270,M,licence,detective,67.48,non,1
3154,blond,41,8,40260,M,licence,geologie,37.83,non,0
3155,brun,47,3,31389,M,master,geologie,93.88,oui,0
3156,blond,60,7,42835,M,licence,detective,52.98,non,0
3157,brun,29,8,36800,M,master,forage,111.65,oui,0
3158,brun,33,6,34353,F,licence,geologie,90.8,non,0
3159,brun,26,13,37389,M,bac,geologie,62.18,non,0
3160,chatain,28,9,33382,F,doctorat,geologie,86.28,oui,0
3161,brun,47,11,36525,M,master,detective,77.27,oui,0
3162,chatain,35,10,31587,F,master,geologie,81.31,non,0
3163,blond,35,5,43442,F,licence,geologie,71.82,oui,1
3164,brun,28,8,40824,F,licence,archeologie,66.02,oui,0
3165,roux,34,10,31453,F,bac,forage,73.58,non,0
3166,brun,40,8,36428,M,licence,geologie,54.73,non,0
3167,brun,25,10,29861,M,master,geologie,68.55,non,1
3168,brun,43,0,30491,M,master,geologie,71.65,non,0
3169,blond,26,7,42214,F,master,geologie,81.49,oui,1
3170,chatain,28,13,37149,M,licence,geologie,50.49,non,0
3171,blond,41,5,30931,F,licence,detective,78.19,non,0
3172,chatain,2,5,39448,F,doctorat,archeologie,92.02,oui,0
3173,blond,33,12,37966,M,licence,forage,81.3,oui,0
3174,brun,29,8,38460,M,master,geologie,58.96,oui,0
3175,blond,36,7,28374,F,master,archeologie,94.4,oui,0
3176,brun,26,10,40848,F,doctorat,archeologie,100.34,oui,0
3177,roux,37,7,42342,M,bac,geologie,54.89,non,0
3178,brun,20,11,34981,M,licence,geologie,80.76,non,0
3179,brun,41,7,41019,M,master,geologie,82.89,oui,0
3180,blond,36,8,44421,M,bac,archeologie,62.19,oui,0
3181,chatain,45,12,34561,M,master,geologie,84.8,non,0
3182,brun,28,6,33275,F,licence,forage,55.85,non,0
3183,roux,38,11,36529,M,licence,detective,103.44,oui,1
3184,brun,48,11,41481,M,licence,geologie,62.31,non,0
3185,roux,41,11,39431,M,bac,geologie,30.08,non,0
3186,blond,42,14,35674,M,licence,detective,77.73,oui,0
3187,brun,57,9,36291,M,licence,detective,64.62,non,0
3188,roux,49,13,28482,M,bac,geologie,46.09,non,0
3189,brun,36,9,41152,M,master,detective,79.82,oui,0
3190,roux,40,11,40562,M,bac,geologie,34.95,non,0
3191,brun,25,11,30976,M,master,forage,76.9,oui,0
3192,roux,28,4,28656,M,licence,geologie,88.6,non,0
3193,blond,35,6,42092,M,licence,forage,42.05,oui,0
3194,roux,34,7,38202,F,bac,geologie,49.13,non,0
3195,blond,28,13,44939,M,bac,geologie,61.85,non,0
3196,blond,58,4,19242,M,doctorat,geologie,106.32,non,0
3197,blond,31,13,30324,M,doctorat,geologie,88.61,oui,1
3198,chatain,40,12,30373,F,doctorat,detective,99.7,oui,0
3199,chatain,32,10,35447,M,master,geologie,72.74,non,1
3200,chatain,20,3,37869,F,master,detective,68.06,oui,0
3201,roux,22,1,35471,M,master,geologie,108.51,oui,1
3202,blond,43,9,40631,M,master,geologie,92.36,oui,1
3203,blond,59,12,42165,M,licence,geologie,84.44,oui,1
3204,blond,29,10,30983,F,licence,archeologie,88.98,non,0
3205,chatain,29,8,32499,F,master,detective,33.83,non,1
3206,chatain,33,10,42134,F,master,detective,70.41,oui,0
3207,chatain,31,5,34873,F,master,geologie,94.07,non,0
3208,brun,16,10,34092,M,master,geologie,72.5,non,0
3209,chatain,20,11,24955,F,doctorat,detective,98.22,oui,0
3210,blond,39,7,29133,F,master,detective,90.46,non,0
3211,blond,48,11,39316,M,licence,archeologie,87.27,oui,0
3212,chatain,35,5,35122,M,doctorat,forage,76.64,oui,0
3213,brun,54,10,32286,F,master,forage,76.28,non,0
3214,brun,47,8,30115,M,master,geologie,75.82,non,1
3215,blond,34,11,30748,M,master,forage,92.19,oui,0
3216,blond,36,10,28962,F,bac,geologie,37.95,non,0
3217,chatain,36,8,25791,F,doctorat,forage,100.03,oui,0
3218,brun,65,7,37585,M,licence,geologie,58.45,non,0
3219,chatain,47,12,28912,F,doctorat,detective,108.93,oui,0
3220,blond,48,12,26394,F,licence,geologie,76.79,non,0
3221,brun,38,14,33441,M,master,geologie,52.41,non,0
3222,roux,26,17,31224,F,licence,forage,77.49,non,0
3223,blond,34,10,37138,M,licence,geologie,53.71,non,0
3224,blond,30,13,30980,F,bac,geologie,78.53,non,0
3225,chatain,34,17,44628,M,master,detective,53.76,oui,0
3226,brun,15,10,36482,F,master,forage,98.16,oui,0
3227,brun,42,5,43127,F,master,archeologie,84.27,oui,0
3228,brun,30,9,35119,F,licence,forage,105.9,non,0
3229,chatain,39,10,34984,F,doctorat,detective,87.7,oui,0
3230,chatain,34,6,34073,M,doctorat,geologie,74.42,oui,0
3231,roux,43,8,38075,M,bac,geologie,111.36,oui,1
3232,brun,30,4,35225,M,master,geologie,85.35,non,0
3233,roux,43,7,41202,M,bac,geologie,59.86,non,0
3234,blond,51,8,43086,M,licence,detective,49.7,oui,0
3235,brun,35,11,29067,M,doctorat,geologie,96.98,oui,0
3236,chatain,36,8,42566,F,licence,detective,64.67,non,0
3237,blond,35,9,41959,F,licence,geologie,80.8,oui,1
3238,chatain,38,4,43693,F,bac,geologie,27.86,non,0
3239,chatain,12,3,36922,M,doctorat,detective,101.09,oui,0
3240,blond,47,9,39645,M,licence,detective,75.92,oui,0
3241,chatain,42,11,36764,F,licence,geologie,79.27,non,0
3242,brun,14,5,30643,M,master,geologie,77.08,non,1
3243,chatain,34,10,44106,M,doctorat,detective,91.84,oui,0
3244,brun,45,9,30983,M,licence,archeologie,70.63,non,1
3245,brun,27,9,30355,F,master,detective,82.05,non,0
3246,blond,37,9,37405,M,licence,detective,75.58,oui,0
3247,chatain,18,9,38720,M,doctorat,forage,80.81,oui,0
3248,chatain,40,16,36370,M,licence,geologie,50.63,non,0
3249,roux,33,9,38014,F,bac,forage,73.2,non,0
3250,chatain,25,11,36782,F,master,archeologie,74.53,oui,0
3251,brun,21,5,29071,F,master,detective,78.36,oui,0
3252,chatain,45,17,33748,F,master,archeologie,77.52,non,0
3253,brun,54,9,33618,F,licence,detective,81.56,non,0
3254,brun,39,14,35294,M,master,geologie,66.88,non,1
3255,chatain,28,8,37418,F,master,detective,94.66,oui,0
3256,blond,45,9,38598,F,licence,forage,84.73,oui,1
3257,brun,32,3,41066,F,bac,geologie,67.67,non,0
3258,brun,43,14,29218,F,master,detective,90.17,oui,0
3259,brun,35,9,36416,M,master,geologie,70.94,oui,0
3260,blond,48,14,31959,M,master,forage,80.12,oui,0
3261,roux,19,10,29411,M,bac,geologie,46.53,non,0
3262,brun,30,10,34378,F,licence,forage,68.4,non,0
3263,chatain,54,11,31556,F,master,geologie,52.15,non,1
3264,blond,53,11,33049,M,master,detective,93.21,oui,0
3265,brun,39,7,30298,M,master,geologie,70.02,non,0
3266,brun,35,7,36947,M,licence,geologie,77.85,non,0
3267,brun,23,15,33824,F,licence,geologie,73.77,non,0
3268,brun,41,1,36719,M,master,geologie,76.99,oui,0
3269,blond,38,8,35683,F,bac,archeologie,75.68,non,1
3270,chatain,41,9,35148,F,master,geologie,68.19,non,0
3271,blond,26,8,43786,M,master,geologie,81.56,oui,1
3272,roux,32,11,28334,M,licence,forage,93.11,non,0
3273,chatain,31,9,42223,F,licence,forage,58.27,oui,1
3274,roux,38,11,39731,M,licence,forage,96.28,oui,1
3275,blond,43,11,34984,F,bac,geologie,63.36,non,0
3276,chatain,25,4,39361,F,licence,detective,60.5,non,0
3277,brun,26,16,41785,F,licence,archeologie,95.31,oui,0
3278,blond,29,11,26816,M,master,geologie,102.56,oui,0
3279,blond,27,13,40457,M,master,detective,73.23,oui,0
3280,chatain,54,9,29996,F,licence,archeologie,67.23,non,1
3281,blond,24,10,35858,M,licence,detective,66.49,oui,0
3282,blond,38,8,35246,M,licence,detective,56.38,non,0
3283,brun,30,10,38783,M,licence,geologie,68.51,non,0
3284,blond,42,6,34041,M,licence,geologie,59.95,non,0
3285,roux,37,7,39308,M,licence,geologie,60.69,oui,0
3286,blond,34,7,26654,F,master,geologie,74.52,non,0
3287,chatain,36,8,35310,M,master,geologie,53.18,non,0
3288,chatain,31,11,36339,M,licence,geologie,56.31,non,0
3289,blond,33,10,30684,M,master,geologie,96.41,non,0
3290,roux,43,11,33571,M,licence,forage,92.14,non,1
3291,blond,42,11,32165,M,licence,geologie,65.88,non,0
3292,brun,44,8,40746,M,licence,geologie,77.35,oui,0
3293,chatain,26,9,27433,F,doctorat,detective,91.16,oui,0
3294,blond,35,11,38258,M,master,forage,102.93,oui,1
3295,brun,44,11,34529,F,master,forage,69.9,non,0
3296,blond,28,7,37388,M,master,detective,72.09,oui,0
3297,chatain,31,10,35061,F,doctorat,detective,100.36,oui,0
3298,blond,43,12,42532,M,licence,forage,63.75,oui,0
3299,chatain,32,11,31653,F,master,forage,60.65,non,1
3300,brun,47,13,30660,F,master,detective,83.85,non,0
3301,roux,37,10,35279,M,bac,forage,64.97,non,0
3302,blond,32,16,31653,F,master,detective,82.24,oui,0
3303,chatain,44,10,34525,M,doctorat,geologie,73.93,oui,0
3304,chatain,32,9,38213,M,doctorat,detective,72.6,oui,0
3305,brun,45,11,37460,M,licence,geologie,51.21,non,0
3306,chatain,43,6,32957,F,master,geologie,82.37,non,0
3307,brun,27,10,36574,M,licence,geologie,37.85,non,0
3308,blond,27,11,39646,M,licence,geologie,62.98,non,0
3309,blond,28,9,42075,F,bac,detective,66.88,non,0
